received_timestamp,sent_timestamp,latency_ms
22:46:30.627,22:46:29.140,1487
22:46:32.431,22:46:30.941,1490
22:46:34.533,22:46:32.938,1595
22:46:36.435,22:46:34.937,1498
22:46:38.575,22:46:37.136,1439
22:46:40.638,22:46:39.143,1495
22:46:42.591,22:46:41.136,1455
22:46:44.712,22:46:43.135,1577
22:46:46.525,22:46:45.135,1390
22:46:48.623,22:46:47.141,1482
22:46:50.488,22:46:48.936,1552
22:46:52.817,22:46:50.961,1856
22:46:54.936,22:46:52.969,1967
22:46:56.769,22:46:54.963,1806
22:46:58.640,22:46:56.989,1651
22:47:00.623,22:46:58.963,1660
22:47:02.645,22:47:00.966,1679
22:47:04.747,22:47:03.038,1709
22:47:06.868,22:47:05.030,1838
22:47:08.692,22:47:07.076,1616
22:47:10.649,22:47:09.073,1576
22:47:12.769,22:47:11.087,1682
22:47:16.653,22:47:15.091,1562
22:47:18.718,22:47:17.084,1634
22:47:20.706,22:47:19.097,1609
22:47:22.766,22:47:21.077,1689
22:47:24.767,22:47:23.099,1668
22:47:26.834,22:47:25.079,1755
22:47:28.779,22:47:27.073,1706
22:47:30.580,22:47:29.061,1519
22:47:32.841,22:47:31.074,1767
22:47:34.710,22:47:33.133,1577
22:47:36.891,22:47:34.935,1956
22:47:38.451,22:47:36.989,1462
22:47:40.704,22:47:38.995,1709
22:47:42.411,22:47:41.028,1383
22:47:44.444,22:47:42.998,1446
22:47:47.039,22:47:44.994,2045
22:47:48.632,22:47:47.021,1611
22:47:50.629,22:47:49.003,1626
22:47:52.499,22:47:51.004,1495
22:47:54.378,22:47:53.000,1378
22:47:56.680,22:47:54.947,1733
22:47:58.501,22:47:56.971,1530
22:48:00.880,22:47:58.947,1933
22:48:02.439,22:48:00.961,1478
22:48:04.492,22:48:02.941,1551
22:48:06.441,22:48:04.943,1498
22:48:08.541,22:48:06.932,1609
22:48:10.676,22:48:09.117,1559
22:48:12.581,22:48:11.150,1431
22:48:16.684,22:48:15.116,1568
22:48:18.631,22:48:17.126,1505
22:48:20.724,22:48:18.942,1782
22:48:22.684,22:48:20.959,1725
22:48:24.634,22:48:22.987,1647
22:48:26.713,22:48:25.032,1681
22:48:28.528,22:48:27.055,1473
22:48:30.494,22:48:29.055,1439
22:48:32.622,22:48:31.071,1551
22:48:34.541,22:48:33.078,1463
22:48:36.553,22:48:35.062,1491
22:48:38.797,22:48:37.047,1750
22:48:40.784,22:48:39.022,1762
22:48:42.752,22:48:41.060,1692
22:48:46.625,22:48:45.024,1601
22:48:48.628,22:48:47.035,1593
22:48:50.654,22:48:49.018,1636
22:48:52.702,22:48:50.998,1704
22:48:54.626,22:48:52.989,1637
22:48:56.682,22:48:54.947,1735
22:48:58.832,22:48:57.017,1815
22:49:00.588,22:48:59.076,1512
22:49:02.612,22:49:01.058,1554
22:49:04.694,22:49:03.047,1647
22:49:06.797,22:49:05.079,1718
22:49:08.600,22:49:07.048,1552
22:49:10.568,22:49:09.054,1514
22:49:12.655,22:49:11.113,1542
22:49:14.532,22:49:13.120,1412
22:49:16.708,22:49:14.934,1774
22:49:18.658,22:49:16.988,1670
22:49:20.637,22:49:18.995,1642
22:49:22.676,22:49:21.021,1655
22:49:24.885,22:49:23.039,1846
22:49:26.485,22:49:25.058,1427
22:49:28.678,22:49:27.108,1570
22:49:30.627,22:49:29.135,1492
22:49:32.412,22:49:31.153,1259
22:49:34.499,22:49:33.136,1363
22:49:36.909,22:49:35.154,1755
22:49:38.617,22:49:36.926,1691
22:49:40.593,22:49:38.943,1650
22:49:42.721,22:49:41.007,1714
22:49:44.612,22:49:43.032,1580
22:49:48.754,22:49:46.995,1759
22:49:50.668,22:49:48.970,1698
22:49:52.795,22:49:51.000,1795
22:49:54.657,22:49:52.996,1661
22:49:56.629,22:49:55.021,1608
22:49:58.690,22:49:57.056,1634
22:50:00.557,22:49:59.049,1508
22:50:02.448,22:50:01.039,1409
22:50:04.562,22:50:03.024,1538
22:50:06.373,22:50:05.000,1373
22:50:08.532,22:50:06.974,1558
22:50:10.548,22:50:08.966,1582
22:50:12.523,22:50:10.977,1546
22:50:16.424,22:50:14.976,1448
22:50:18.324,22:50:16.990,1334
22:50:20.713,22:50:19.029,1684
22:50:22.514,22:50:21.075,1439
22:50:24.587,22:50:23.089,1498
22:50:26.653,22:50:25.121,1532
22:50:28.478,22:50:27.129,1349
22:50:30.797,22:50:29.148,1649
22:50:32.512,22:50:30.951,1561
22:50:34.515,22:50:32.950,1565
22:50:36.794,22:50:34.972,1822
22:50:38.629,22:50:37.018,1611
22:50:40.618,22:50:39.030,1588
22:50:42.608,22:50:41.024,1584
22:50:44.600,22:50:43.052,1548
22:50:46.664,22:50:45.059,1605
22:50:48.735,22:50:47.046,1689
22:50:50.664,22:50:49.030,1634
22:50:52.553,22:50:50.991,1562
22:50:54.564,22:50:52.982,1582
22:50:56.543,22:50:54.991,1552
22:50:58.547,22:50:56.977,1570
22:51:00.640,22:50:59.014,1626
22:51:02.446,22:51:00.957,1489
22:51:04.667,22:51:02.952,1715
22:51:06.628,22:51:04.979,1649
22:51:08.466,22:51:07.022,1444
22:51:10.572,22:51:08.975,1597
22:51:12.460,22:51:10.925,1535
22:51:14.543,22:51:12.928,1615
22:51:16.620,22:51:14.939,1681
22:51:18.530,22:51:16.952,1578
22:51:20.532,22:51:18.975,1557
22:51:22.496,22:51:20.964,1532
22:51:24.592,22:51:22.979,1613
22:51:26.402,22:51:25.047,1355
22:51:28.466,22:51:27.034,1432
22:51:30.790,22:51:29.045,1745
22:51:32.766,22:51:31.021,1745
22:51:34.515,22:51:33.023,1492
22:51:36.545,22:51:35.016,1529
22:51:38.604,22:51:37.017,1587
22:51:40.470,22:51:39.034,1436
22:51:42.581,22:51:41.044,1537
22:51:44.651,22:51:43.045,1606
22:51:46.730,22:51:45.026,1704
22:51:48.790,22:51:47.057,1733
22:51:50.652,22:51:49.118,1534
22:51:52.664,22:51:51.148,1516
22:51:54.712,22:51:52.978,1734
22:51:56.468,22:51:55.000,1468
22:51:58.717,22:51:56.974,1743
22:52:00.641,22:51:58.990,1651
22:52:02.756,22:52:00.992,1764
22:52:04.665,22:52:03.001,1664
22:52:06.550,22:52:04.978,1572
22:52:08.672,22:52:07.011,1661
22:52:10.649,22:52:08.995,1654
22:52:12.746,22:52:10.978,1768
22:52:14.881,22:52:13.024,1857
22:52:16.755,22:52:15.052,1703
22:52:18.685,22:52:17.012,1673
22:52:20.798,22:52:19.037,1761
22:52:22.678,22:52:21.079,1599
22:52:24.682,22:52:23.120,1562
22:52:26.554,22:52:25.139,1415
22:52:28.535,22:52:26.991,1544
22:52:30.845,22:52:28.984,1861
22:52:32.729,22:52:30.991,1738
22:52:34.729,22:52:32.962,1767
22:52:36.506,22:52:35.007,1499
22:52:38.871,22:52:37.007,1864
22:52:40.652,22:52:39.046,1606
22:52:42.758,22:52:41.096,1662
22:52:44.688,22:52:43.102,1586
22:52:46.723,22:52:44.926,1797
22:52:48.733,22:52:47.138,1595
22:52:50.763,22:52:48.945,1818
22:52:52.444,22:52:50.988,1456
22:52:54.697,22:52:52.999,1698
22:52:56.571,22:52:54.946,1625
22:52:58.571,22:52:56.964,1607
22:53:00.645,22:52:58.964,1681
22:53:02.617,22:53:00.963,1654
22:53:04.897,22:53:02.987,1910
22:53:06.763,22:53:05.020,1743
22:53:08.743,22:53:07.039,1704
22:53:10.690,22:53:09.081,1609
22:53:12.627,22:53:11.140,1487
22:53:14.763,22:53:12.950,1813
22:53:16.704,22:53:14.966,1738
22:53:18.602,22:53:16.984,1618
22:53:20.568,22:53:19.008,1560
22:53:22.730,22:53:21.028,1702
22:53:24.772,22:53:23.061,1711
22:53:26.771,22:53:25.066,1705
22:53:28.704,22:53:27.088,1616
22:53:30.943,22:53:28.917,2025
22:53:32.724,22:53:30.917,1807
22:53:34.958,22:53:32.984,1974
22:53:36.762,22:53:35.013,1749
22:53:38.740,22:53:37.052,1688
22:53:40.857,22:53:39.074,1783
22:53:42.577,22:53:41.103,1474
22:53:44.806,22:53:43.129,1677
22:53:46.739,22:53:44.952,1787
22:53:48.556,22:53:46.979,1577
22:53:50.901,22:53:49.033,1868
22:53:52.751,22:53:51.026,1725
22:53:54.761,22:53:53.027,1734
22:53:56.807,22:53:55.020,1787
22:53:58.609,22:53:57.031,1578
22:54:00.906,22:53:59.052,1854
22:54:02.635,22:54:01.068,1567
22:54:04.807,22:54:03.123,1684
22:54:06.688,22:54:04.984,1704
22:54:08.705,22:54:07.020,1685
22:54:10.686,22:54:09.085,1601
22:54:12.482,22:54:11.108,1374
22:54:14.754,22:54:13.125,1629
22:54:16.815,22:54:15.119,1696
22:54:18.624,22:54:16.938,1686
22:54:20.624,22:54:19.117,1507
22:54:22.814,22:54:21.118,1696
22:54:24.770,22:54:22.965,1805
22:54:26.932,22:54:25.007,1925
22:54:28.611,22:54:27.007,1604
22:54:30.735,22:54:29.052,1683
22:54:32.654,22:54:31.054,1600
22:54:34.747,22:54:33.119,1628
22:54:37.014,22:54:34.955,2059
22:54:38.757,22:54:37.021,1736
22:54:40.769,22:54:39.081,1688
22:54:42.620,22:54:41.052,1568
22:54:44.838,22:54:43.075,1763
22:54:46.580,22:54:45.059,1521
22:54:48.724,22:54:47.094,1630
22:54:50.818,22:54:49.142,1676
22:54:52.648,22:54:50.974,1674
22:54:54.396,22:54:53.013,1383
22:54:56.670,22:54:55.007,1663
22:54:58.636,22:54:57.052,1584
22:55:00.664,22:54:59.068,1596
22:55:02.802,22:55:01.069,1733
22:55:04.616,22:55:03.062,1554
22:55:06.498,22:55:05.123,1375
22:55:08.694,22:55:06.934,1760
22:55:10.698,22:55:08.951,1747
22:55:12.592,22:55:11.008,1584
22:55:14.638,22:55:13.070,1568
22:55:16.403,22:55:15.063,1340
22:55:18.616,22:55:17.028,1588
22:55:20.789,22:55:19.012,1777
22:55:22.427,22:55:20.987,1440
22:55:24.673,22:55:23.042,1631
22:55:26.605,22:55:25.068,1537
22:55:28.558,22:55:27.063,1495
22:55:30.746,22:55:29.046,1700
22:55:32.739,22:55:31.118,1621
22:55:34.815,22:55:33.115,1700
22:55:36.523,22:55:35.154,1369
22:55:38.572,22:55:36.935,1637
22:55:40.509,22:55:38.955,1554
22:55:42.928,22:55:40.994,1934
22:55:44.569,22:55:43.032,1537
22:55:46.627,22:55:45.054,1573
22:55:48.616,22:55:47.070,1546
22:55:50.690,22:55:49.101,1589
22:55:52.650,22:55:51.131,1519
22:55:54.587,22:55:53.107,1480
22:55:56.457,22:55:54.931,1526
22:55:58.568,22:55:56.933,1635
22:56:00.316,22:55:58.936,1380
22:56:02.730,22:56:00.931,1799
22:56:04.518,22:56:02.969,1549
22:56:06.467,22:56:05.027,1440
22:56:08.694,22:56:07.044,1650
22:56:10.627,22:56:09.040,1587
22:56:12.393,22:56:11.034,1359
22:56:14.595,22:56:13.083,1512
22:56:16.590,22:56:15.110,1480
22:56:18.878,22:56:17.150,1728
22:56:20.431,22:56:18.982,1449
22:56:22.893,22:56:21.029,1864
22:56:24.765,22:56:23.048,1717
22:56:26.454,22:56:25.054,1400
22:56:28.735,22:56:27.048,1687
22:56:30.551,22:56:29.060,1491
22:56:32.612,22:56:31.050,1562
22:56:34.493,22:56:33.094,1399
22:56:36.438,22:56:35.102,1336
22:56:38.543,22:56:37.079,1464
22:56:40.584,22:56:39.103,1481
22:56:42.498,22:56:40.923,1575
22:56:44.599,22:56:42.971,1628
22:56:46.648,22:56:44.997,1651
22:56:48.642,22:56:47.039,1603
22:56:50.748,22:56:49.052,1696
22:56:52.746,22:56:51.029,1717
22:56:54.593,22:56:53.021,1572
22:56:56.726,22:56:55.039,1687
22:56:58.684,22:56:57.104,1580
22:57:00.399,22:56:59.086,1313
22:57:02.664,22:57:01.098,1566
22:57:04.615,22:57:03.109,1506
22:57:06.868,22:57:05.101,1767
22:57:08.600,22:57:07.086,1514
22:57:10.462,22:57:09.151,1311
22:57:12.669,22:57:10.957,1712
22:57:14.628,22:57:12.974,1654
22:57:16.570,22:57:15.018,1552
22:57:18.739,22:57:16.993,1746
22:57:20.979,22:57:18.975,2004
22:57:22.787,22:57:21.021,1766
22:57:24.647,22:57:23.037,1610
22:57:26.510,22:57:25.017,1493
22:57:28.544,22:57:27.025,1519
22:57:30.680,22:57:29.063,1617
22:57:32.736,22:57:31.050,1686
22:57:34.543,22:57:33.025,1518
22:57:36.535,22:57:35.018,1517
22:57:38.782,22:57:37.016,1766
22:57:40.668,22:57:39.031,1637
22:57:42.450,22:57:41.052,1398
22:57:44.738,22:57:43.015,1723
22:57:46.723,22:57:45.014,1709
22:57:48.553,22:57:47.034,1519
22:57:50.671,22:57:49.034,1637
22:57:52.601,22:57:51.056,1545
22:57:54.445,22:57:53.084,1361
22:57:56.489,22:57:55.076,1413
22:57:58.451,22:57:57.076,1375
22:58:00.650,22:57:59.145,1505
22:58:02.658,22:58:00.969,1689
22:58:04.514,22:58:03.004,1510
22:58:06.372,22:58:04.979,1393
22:58:08.588,22:58:07.001,1587
22:58:10.660,22:58:08.986,1674
22:58:12.419,22:58:10.992,1427
22:58:14.496,22:58:12.962,1534
22:58:16.841,22:58:15.007,1834
22:58:18.846,22:58:17.065,1781
22:58:20.799,22:58:19.137,1662
22:58:22.448,22:58:21.149,1299
22:58:24.328,22:58:23.148,1180
22:58:26.376,22:58:24.935,1441
22:58:28.889,22:58:26.937,1952
22:58:30.690,22:58:28.995,1695
22:58:32.446,22:58:31.032,1414
22:58:34.653,22:58:33.064,1589
22:58:36.510,22:58:35.092,1418
22:58:38.451,22:58:37.087,1364
22:58:40.569,22:58:39.083,1486
22:58:42.308,22:58:41.075,1233
22:58:44.634,22:58:43.084,1550
22:58:46.580,22:58:45.096,1484
22:58:48.675,22:58:47.073,1602
22:58:50.627,22:58:49.114,1513
22:58:52.497,22:58:51.130,1367
22:58:54.606,22:58:53.146,1460
22:58:56.638,22:58:55.144,1494
22:58:58.351,22:58:57.134,1217
22:59:00.566,22:58:59.130,1436
22:59:02.620,22:59:00.917,1703
22:59:04.716,22:59:03.138,1578
22:59:07.040,22:59:04.930,2110
22:59:08.557,22:59:06.938,1619
22:59:10.699,22:59:08.972,1727
22:59:12.680,22:59:11.028,1652
22:59:14.440,22:59:13.022,1418
22:59:16.764,22:59:15.002,1762
22:59:18.553,22:59:17.037,1516
22:59:20.418,22:59:19.069,1349
22:59:22.582,22:59:21.122,1460
22:59:24.416,22:59:23.127,1289
22:59:26.611,22:59:25.121,1490
22:59:28.834,22:59:27.144,1690
22:59:30.678,22:59:28.959,1719
22:59:32.717,22:59:31.020,1697
22:59:34.847,22:59:33.088,1759
22:59:36.758,22:59:35.074,1684
22:59:38.778,22:59:37.080,1698
22:59:40.405,22:59:39.098,1307
22:59:42.420,22:59:41.124,1296
22:59:44.420,22:59:43.117,1303
22:59:46.641,22:59:45.117,1524
22:59:48.568,22:59:46.943,1625
22:59:50.765,22:59:49.001,1764
22:59:52.740,22:59:50.995,1745
22:59:54.619,22:59:53.026,1593
22:59:56.695,22:59:55.031,1664
22:59:58.434,22:59:57.032,1402
23:00:00.517,22:59:59.052,1465
23:00:02.621,23:00:01.057,1564
23:00:04.290,23:00:03.077,1213
23:00:06.716,23:00:05.072,1644
23:00:08.376,23:00:07.112,1264
23:00:10.420,23:00:08.929,1491
23:00:12.444,23:00:10.939,1505
23:00:14.641,23:00:12.927,1714
23:00:16.424,23:00:15.015,1409
23:00:18.492,23:00:16.983,1509
23:00:20.486,23:00:18.991,1495
23:00:22.511,23:00:21.022,1489
23:00:24.361,23:00:22.989,1372
23:00:26.685,23:00:24.989,1696
23:00:28.492,23:00:27.031,1461
23:00:30.495,23:00:28.978,1517
23:00:32.383,23:00:30.974,1409
23:00:34.733,23:00:32.965,1768
23:00:36.560,23:00:34.961,1599
23:00:38.657,23:00:36.975,1682
23:00:40.582,23:00:39.005,1577
23:00:42.710,23:00:41.068,1642
23:00:44.480,23:00:43.059,1421
23:00:46.700,23:00:45.051,1649
23:00:48.705,23:00:47.075,1630
23:00:50.414,23:00:49.091,1323
23:00:52.395,23:00:51.137,1258
23:00:54.800,23:00:53.132,1668
23:00:56.335,23:00:54.944,1391
23:00:58.761,23:00:56.947,1814
23:01:00.551,23:00:58.984,1567
23:01:02.756,23:01:01.004,1752
23:01:04.541,23:01:03.006,1535
23:01:06.631,23:01:04.971,1660
23:01:08.669,23:01:07.002,1667
23:01:10.723,23:01:09.017,1706
23:01:13.005,23:01:10.993,2012
23:01:14.745,23:01:13.010,1735
23:01:16.584,23:01:15.014,1570
23:01:18.617,23:01:17.035,1582
23:01:20.616,23:01:18.990,1626
23:01:22.560,23:01:20.999,1561
23:01:24.552,23:01:23.001,1551
23:01:26.746,23:01:24.999,1747
23:01:28.698,23:01:27.000,1698
23:01:30.585,23:01:28.967,1618
23:01:32.674,23:01:30.954,1720
23:01:34.569,23:01:33.011,1558
23:01:36.715,23:01:35.001,1714
23:01:38.607,23:01:36.985,1622
23:01:40.564,23:01:39.008,1556
23:01:42.463,23:01:40.987,1476
23:01:44.679,23:01:43.032,1647
23:01:46.533,23:01:45.075,1458
23:01:48.392,23:01:47.093,1299
23:01:50.598,23:01:49.075,1523
23:01:52.506,23:01:51.052,1454
23:01:54.543,23:01:53.092,1451
23:01:56.458,23:01:55.095,1363
23:01:58.556,23:01:56.918,1638
23:02:00.453,23:01:58.989,1464
23:02:02.603,23:02:00.967,1636
23:02:04.743,23:02:02.982,1761
23:02:06.550,23:02:04.985,1565
23:02:08.655,23:02:06.991,1664
23:02:10.389,23:02:09.014,1375
23:02:12.697,23:02:10.958,1739
23:02:14.662,23:02:13.001,1661
23:02:16.481,23:02:15.062,1419
23:02:18.336,23:02:17.103,1233
23:02:20.496,23:02:19.067,1429
23:02:22.462,23:02:21.015,1447
23:02:24.704,23:02:23.023,1681
23:02:26.870,23:02:25.041,1829
23:02:28.693,23:02:27.041,1652
23:02:30.524,23:02:29.051,1473
23:02:32.661,23:02:31.048,1613
23:02:34.673,23:02:33.041,1632
23:02:36.535,23:02:35.064,1471
23:02:38.632,23:02:37.105,1527
23:02:40.581,23:02:39.132,1449
23:02:42.724,23:02:41.141,1583
23:02:45.508,23:02:43.142,2366
23:02:46.738,23:02:44.971,1767
23:02:48.607,23:02:47.065,1542
23:02:51.552,23:02:49.105,2447
23:02:52.655,23:02:50.976,1679
23:02:55.263,23:02:53.068,2195
23:02:57.059,23:02:55.098,1961
23:02:58.670,23:02:56.932,1738
23:03:00.530,23:02:58.993,1537
23:03:02.662,23:03:00.978,1684
23:03:04.509,23:03:03.043,1466
23:03:06.668,23:03:05.015,1653
23:03:08.569,23:03:07.058,1511
23:03:10.874,23:03:09.092,1782
23:03:12.648,23:03:11.154,1494
23:03:14.453,23:03:12.932,1521
23:03:16.514,23:03:14.942,1572
23:03:18.576,23:03:17.149,1427
23:03:20.535,23:03:18.932,1603
23:03:22.578,23:03:20.977,1601
23:03:24.541,23:03:22.999,1542
23:03:27.001,23:03:24.977,2024
23:03:28.545,23:03:27.034,1511
23:03:30.473,23:03:29.080,1393
23:03:32.452,23:03:31.076,1376
23:03:34.731,23:03:33.131,1600
23:03:36.500,23:03:34.942,1558
23:03:38.674,23:03:37.141,1533
23:03:40.417,23:03:39.141,1276
23:03:42.856,23:03:41.137,1719
23:03:44.446,23:03:43.130,1316
23:03:46.393,23:03:45.077,1316
23:03:48.637,23:03:47.067,1570
23:03:50.403,23:03:49.106,1297
23:03:52.567,23:03:51.116,1451
23:03:54.926,23:03:53.137,1789
23:03:56.430,23:03:54.946,1484
23:03:58.459,23:03:57.008,1451
23:04:00.504,23:03:59.004,1500
23:04:02.636,23:04:01.014,1622
23:04:04.474,23:04:03.035,1439
23:04:06.697,23:04:05.048,1649
23:04:09.057,23:04:07.024,2033
23:04:10.569,23:04:09.011,1558
23:04:12.671,23:04:11.031,1640
23:04:14.394,23:04:13.070,1324
23:04:17.246,23:04:15.065,2181
23:04:18.491,23:04:16.952,1539
23:04:20.363,23:04:18.988,1375
23:04:22.437,23:04:21.010,1427
23:04:24.645,23:04:22.999,1646
23:04:26.701,23:04:25.025,1676
23:04:29.341,23:04:27.031,2310
23:04:31.249,23:04:28.949,2300
23:04:32.654,23:04:31.090,1564
23:04:34.527,23:04:33.141,1386
23:04:36.518,23:04:34.961,1557
23:04:38.518,23:04:36.958,1560
23:04:40.638,23:04:38.956,1682
23:04:42.915,23:04:41.062,1853
23:04:44.992,23:04:43.131,1861
23:04:46.953,23:04:44.927,2025
23:04:48.512,23:04:46.967,1545
23:04:50.510,23:04:48.953,1557
23:04:52.602,23:04:50.955,1647
23:04:55.155,23:04:52.961,2194
23:04:56.655,23:04:54.986,1669
23:04:58.694,23:04:57.039,1655
23:05:00.628,23:04:59.030,1598
23:05:02.684,23:05:01.083,1601
23:05:04.513,23:05:03.076,1437
23:05:06.497,23:05:05.093,1404
23:05:08.678,23:05:07.099,1579
23:05:11.019,23:05:09.127,1892
23:05:12.622,23:05:10.898,1724
23:05:15.066,23:05:13.021,2045
23:05:16.556,23:05:15.019,1537
23:05:18.702,23:05:17.064,1638
